  -7.8166903886322494e+00	  -6.4149743076854335e+00	   1.5517498051502020e+01	
   1.1632497679969529e+01	  -3.8338625073812391e+00	   1.2962273652031140e+01	
   4.9894966884195542e+00	  -2.8779372467533579e+00	   2.7819217524170419e+01	
  -3.3580204313252984e+00	   7.5597409203491797e+00	   1.9880263947812132e+01	
   7.9544316798814041e+00	  -8.6345015287565445e+00	   1.2826453259273194e+01	
  -5.4561991289464826e+00	  -8.9077947363690217e+00	   7.1760029825253886e+00	
   1.1369029019785959e+01	  -4.4144756367279623e+00	   9.2877748068774704e+00	
  -2.3936432314355480e+00	   7.7926616813899221e+00	   3.3046081172366208e+01	
  -4.7987696670165265e+00	  -9.3639891970741882e+00	   2.8527477929707111e+01	
   6.3119143335953423e+00	   1.7796352000771556e+00	   4.0957332401746569e+01	
   4.7133475205582620e+00	   5.3525488461523905e+00	   1.3704078378334540e+01	
   1.0451441878921777e+01	   8.1052105865005153e+00	   3.0862041222997867e+01	
  -1.8269169195595856e+00	   7.8728075404538451e+00	   8.0252777339452646e+00	
   5.3147331679567387e+00	   1.2670485837307918e+01	   2.1500414850557341e+01	
   1.2588154091382565e+01	   1.6666075037657737e+00	   2.1459078336059259e+00	
   1.1963790982336766e+01	  -2.9578169874009279e+00	   2.4392727408586165e+01	
   1.2530156930586056e+01	   2.3790088891986589e+00	   1.0236777631794025e+01	
  -1.2769214129632189e+00	   7.9116159983353596e+00	   2.7161307573164802e+01	
  -1.0041204830658824e+01	   1.0978574112732213e+01	   4.6444007315163475e+01	
   1.8043434211132199e+00	   1.3891306951424168e+01	   1.3214659212089556e+01	
   5.6212418119365459e+00	  -1.0039406182226932e+01	   2.5781814676427562e+01	
   1.5283539515798761e+00	   1.3944494189417206e+01	   1.0815784748519919e+01	
  -1.8043001404639596e+00	   1.4149423910644622e+01	   4.4034184736471147e+00	
   1.2562108112628181e+01	   2.0482733622837652e+00	   2.8818052676385399e+01	
  -9.4239971481895619e+00	   7.3315015511070296e-03	   1.6895888708381467e+01	
   2.2598784902270386e+00	   7.2038496104103364e+00	   9.5878348889911038e+00	
   1.2409864070725755e+01	   3.2167800276223484e+00	   4.4453417516411555e+01	
   1.1753131957978670e+01	  -3.5376496686840699e+00	   6.3659651467296126e+00	
   1.1931995294257835e+01	  -3.0514495404330257e+00	   1.8661466089915965e+01	
  -3.4852696276326189e+00	   7.5195637920494827e+00	   7.2740792255333639e+00	
  -6.4609286764217684e+00	   5.8144014858101132e+00	   1.2278257194842023e+01	
  -4.9537032185537759e+00	   6.8802113646667831e+00	   2.2702654695286419e+01	
   1.2069268630467436e+01	  -2.6276717309463722e+00	   1.3253100260512015e+01	
  -2.6036984408192803e+00	   7.7524472542078779e+00	   1.9231384124991774e+01	
  -9.6878048461988726e+00	   1.1252090528518051e+01	   3.0862314324343597e+01	
   5.8476318146185102e+00	  -1.4880719608478019e+00	   4.1282170185068260e+01	
  -4.7131807634729519e+00	   7.0086263340849122e+00	   3.8090688649126193e+01	
  -9.4754863015765824e+00	  -8.0948091307612080e-01	   3.3932388584200254e+01	
  -9.3559455868029566e+00	   5.1301284270699687e-01	   1.0459752039255696e+01	
   1.0287696519889650e+01	   8.3470236800101603e+00	   4.7973934166562145e+01	
   5.1330419178772013e+00	  -1.0246144673452331e+01	   4.8904435802528504e+01	
   5.6843393563740445e+00	  -1.0010715762700343e+01	   2.9488691209033675e+01	
   8.3147903206886280e+00	   1.0599954996271574e+01	   2.0999013262726017e+01	
  -8.2678906051518375e+00	  -5.6712133570552599e+00	   2.5141042252583311e+01	
