x,y,label
-0.93632649711602,0.60984605323831,0
-0.952635997119977,-1.99199717760327,0
5.39588086691636,0.429607051766435,1
-1.09786776954067,-0.865815207739937,0
-1.63054289274725,0.109247941665665,0
0.555756771412105,-0.857103238887738,0
-1.26908677286849,-0.647911623091645,0
-0.0022267863138361,-0.286684533211225,0
1.54628946625676,1.862059264885,1
-1.42643615947972,0.214686448131779,0
4.78996072755461,1.49164329830458,1
3.07683046776668,3.45534642126157,1
4.64839380372711,2.86354912320955,1
0.409334430455455,-0.0842920727534208,0
1.19902787729197,3.52667781833885,0
0.545329982619158,3.59556913844561,1
3.52952297179073,6.1885199202854,1
1.37295232164358,1.71759954952744,1
4.01054804481267,5.01282557588692,1
5.39553948586674,5.87294090780875,1
-0.873979465028903,1.5232692753906,0
0.386476169103581,5.67731206743208,1
-0.748876752543159,1.91510229545677,0
4.95376231441071,1.81551604017548,1
0.310508318600499,-1.16872284991455,0
1.4122326864445,-1.54087718185788,0
4.11734947563642,2.77108278056307,1
3.86178109747414,3.68742330824969,1
0.701715595551365,3.78021538893739,1
0.660707086367175,0.61030521757395,0
1.91130275092656,2.19869373152297,1
1.40493344567698,-0.589588991418034,0
1.85286995321829,2.47818304037234,1
1.99229635917141,2.43834509023806,1
-0.509711712767427,0.41203537811175,0
4.96404311674413,2.67121700543004,1
2.93401706059995,3.82127953084419,1
-0.477382663694067,-0.952068223401487,0
-1.28838600294029,2.60519575087392,0
5.47257548556925,3.08747978083296,1
1.64274832900845,4.23789666214477,1
-0.172913844259168,-0.760252376958568,0
1.58600051357908,0.562427325782661,1
3.02601651906549,2.27578373952142,1
3.69879619211824,0.254776016844831,1
1.49119657238389,2.05093988929501,1
4.54595937613019,2.83473309643641,1
2.32611478283263,2.70718139842334,1
-0.160886766738443,-0.44939735986025,0
3.10118038624285,5.65652935052741,1
-0.4302062424261,-1.28128125909253,0
0.777003526719788,-0.285686137601834,0
1.69415573691449,4.61571017015127,1
3.43759118250359,7.09556637730205,1
0.376265910450719,0.213996478716457,0
0.317317472324612,0.841245666352581,0
4.18976712208436,2.63170098697034,1
1.65359901193506,2.95865790515925,1
-0.378157056589758,0.405605372640549,0
3.62320340546814,2.56213515032262,1
1.70027246196058,3.36382748859347,1
0.0780200809780775,-0.414658917455485,0
2.83999227441577,-0.389760527296491,1
7.42363881197338,3.22175256532344,1
0.425485355625296,-1.84612923609859,0
0.120500599699389,-1.03291351430084,0
-1.41577332156794,0.180664133586186,0
1.81149470233943,4.38589697268979,1
-0.0438185853582948,-0.729445237982781,0
-0.368010733040955,-0.204570050663136,0
0.853086767518578,-1.1560010849517,0
0.288228089665011,-0.363258472467672,0
0.994721392919653,1.36163322398754,1
-1.36096312939369,-2.20152190603627,0
1.05330457914955,-1.55659393493828,0
0.348441199952281,-0.116884266969787,0
0.046434526687823,1.18665904286638,0
